timestamp,close,direction,probability,adx,atr,regime_ok,future_close,actual_diff
2026-02-15 22:00:00+00:00,152.581,hold,0.5327203009222705,40.62997466723584,0.24678571428571314,True,153.135,0.554000000000002
2026-02-15 23:00:00+00:00,152.786,hold,0.5315966607187422,42.16446178012898,0.2464285714285706,True,153.343,0.556999999999988
2026-02-16 00:00:00+00:00,153.1,hold,0.5454886633380769,42.12659785113267,0.2560714285714271,True,153.342,0.24200000000001864
2026-02-16 01:00:00+00:00,153.022,hold,0.546999802612038,39.898010719109266,0.2591428571428541,True,153.57,0.5480000000000018
2026-02-16 02:00:00+00:00,153.01,hold,0.5437135869080334,38.482962131663726,0.2526428571428535,True,153.524,0.51400000000001
2026-02-16 03:00:00+00:00,153.067,hold,0.5437135869080334,37.1266902403028,0.24878571428570848,True,153.37,0.30299999999999727
2026-02-16 04:00:00+00:00,153.235,hold,0.5390085304796804,36.27139065737103,0.2371428571428526,True,153.372,0.13700000000000045
2026-02-16 05:00:00+00:00,153.195,hold,0.5466476414012064,37.06882062459859,0.22028571428571045,True,153.334,0.13900000000001
2026-02-16 06:00:00+00:00,153.135,hold,0.5350048026951649,35.704712852605745,0.21314285714285372,True,153.355,0.21999999999999886
2026-02-16 07:00:00+00:00,153.343,hold,0.536922727269764,35.509126853623115,0.19692857142856976,True,153.462,0.11899999999999977
2026-02-16 08:00:00+00:00,153.342,hold,0.5425677139991675,36.83572860652912,0.1946428571428547,True,153.489,0.14699999999999136
2026-02-16 09:00:00+00:00,153.57,hold,0.5331447613635044,38.02309175285541,0.2083571428571389,True,153.469,-0.10099999999999909
2026-02-16 10:00:00+00:00,153.524,hold,0.5331447613635044,38.375427732961136,0.20757142857142494,True,153.505,-0.019000000000005457
2026-02-16 11:00:00+00:00,153.37,hold,0.5393850114381933,38.18308664993858,0.20271428571428324,True,153.483,0.11299999999999955
2026-02-16 12:00:00+00:00,153.372,buy,0.5691516754068839,36.719114679893416,0.200571428571426,True,153.415,0.042999999999977945
2026-02-16 13:00:00+00:00,153.334,hold,0.5425677139991675,36.31445197268692,0.19107142857142737,True,153.424,0.09000000000000341
2026-02-16 14:00:00+00:00,153.355,hold,0.5425677139991675,36.10509683091001,0.17607142857142882,True,153.429,0.07400000000001228
2026-02-16 15:00:00+00:00,153.462,hold,0.536333516821312,36.35824166128621,0.17471428571428557,True,153.545,0.08299999999999841
2026-02-16 16:00:00+00:00,153.489,hold,0.536333516821312,37.578972675627305,0.17650000000000027,True,153.184,-0.3050000000000068
2026-02-16 17:00:00+00:00,153.469,hold,0.536333516821312,38.7997036899684,0.1767857142857159,True,153.145,-0.32399999999998386
2026-02-16 18:00:00+00:00,153.505,hold,0.5326089159380637,41.15675555799611,0.16264285714286025,True,153.134,-0.3710000000000093
2026-02-16 19:00:00+00:00,153.483,hold,0.5326089159380637,42.84141598482182,0.15957142857143122,True,153.177,-0.3060000000000116
2026-02-16 20:00:00+00:00,153.415,hold,0.5240697645347873,44.71354959071427,0.15742857142857197,True,153.086,-0.3289999999999793
2026-02-16 21:00:00+00:00,153.424,hold,0.5326788138229614,43.84325857774697,0.14207142857142888,True,152.955,-0.4689999999999941
2026-02-16 22:00:00+00:00,153.429,hold,0.5364961273797146,40.85039083368356,0.12850000000000047,True,152.957,-0.4720000000000084
2026-02-16 23:00:00+00:00,153.545,hold,0.5402164926918218,38.575563849173285,0.12821428571428686,True,153.083,-0.4619999999999891
2026-02-17 00:00:00+00:00,153.184,hold,0.49248143870008365,35.06428611226368,0.14978571428571488,True,152.722,-0.4619999999999891
2026-02-17 01:00:00+00:00,153.145,hold,0.49248143870008365,31.27156615437801,0.1548571428571433,True,152.897,-0.24800000000001887
2026-02-17 02:00:00+00:00,153.134,hold,0.5067914173493332,26.884855846574876,0.1631428571428586,True,152.992,-0.1419999999999959
2026-02-17 03:00:00+00:00,153.177,hold,0.5124354616629998,23.435362505249877,0.16350000000000112,False,153.129,-0.04800000000000182
2026-02-17 04:00:00+00:00,153.086,hold,0.5143692242845991,20.91842743727134,0.1700714285714286,False,153.064,-0.02200000000001978
2026-02-17 05:00:00+00:00,152.955,hold,0.5143692242845991,19.29633815347261,0.17528571428571485,False,153.276,0.32099999999999795
2026-02-17 06:00:00+00:00,152.957,hold,0.5365170332943682,18.38782749851176,0.17228571428571474,False,153.453,0.4960000000000093
2026-02-17 07:00:00+00:00,153.083,hold,0.5124354616629998,16.348485200548797,0.18478571428571552,False,153.795,0.7119999999999891
2026-02-17 08:00:00+00:00,152.722,hold,0.5253623565163941,15.432829217509552,0.21292857142857105,False,153.567,0.8449999999999989
2026-02-17 09:00:00+00:00,152.897,hold,0.5255371184076365,14.636135874736834,0.22621428571428379,False,153.47,0.5730000000000075
2026-02-17 10:00:00+00:00,152.992,hold,0.5210279533916176,12.777494719017858,0.23549999999999777,False,153.354,0.3620000000000232
2026-02-17 11:00:00+00:00,153.129,hold,0.5210279533916176,11.670897785447583,0.24892857142857036,False,153.253,0.12399999999999523
2026-02-17 12:00:00+00:00,153.064,hold,0.5201445547070163,11.477393567395294,0.2539999999999988,False,153.195,0.13100000000000023
2026-02-17 13:00:00+00:00,153.276,hold,0.5271296904743914,10.240859944193437,0.257714285714286,False,153.197,-0.07900000000000773
2026-02-17 14:00:00+00:00,153.453,hold,0.532814602693184,11.792573644866609,0.24642857142857263,False,153.184,-0.26900000000000546
2026-02-17 15:00:00+00:00,153.795,hold,0.5162608268428718,15.145526111119596,0.26099999999999973,False,153.117,-0.6779999999999973
2026-02-17 16:00:00+00:00,153.567,hold,0.5248996774643898,19.24842451427509,0.2711428571428546,False,153.229,-0.33799999999999386
2026-02-17 17:00:00+00:00,153.47,hold,0.5323520752612629,22.64760305883471,0.27042857142856747,False,153.442,-0.027999999999991587
2026-02-17 18:00:00+00:00,153.354,hold,0.5323520752612629,25.51487288432445,0.26635714285713974,True,153.517,0.1629999999999825
2026-02-17 19:00:00+00:00,153.253,hold,0.5302275287622997,27.42410883264277,0.2602857142857106,True,153.602,0.34900000000001796
2026-02-17 20:00:00+00:00,153.195,hold,0.5220312078116844,28.049882653142685,0.26228571428571,True,153.598,0.40300000000002
2026-02-17 21:00:00+00:00,153.197,hold,0.5213159606594986,29.321783001935184,0.24764285714285197,True,153.458,0.2609999999999957
2026-02-17 22:00:00+00:00,153.184,hold,0.5230682894276915,30.66694852908667,0.2209999999999955,True,153.421,0.23699999999999477
2026-02-17 23:00:00+00:00,153.117,hold,0.5230682894276915,32.275020232561175,0.21821428571428214,True,153.67,0.5529999999999973
2026-02-18 00:00:00+00:00,153.229,hold,0.5220869023612835,34.72397446388471,0.217571428571426,True,153.719,0.4899999999999807
2026-02-18 01:00:00+00:00,153.442,hold,0.5324076443980665,37.648425811268226,0.21835714285713795,True,153.726,0.2839999999999918
2026-02-18 02:00:00+00:00,153.517,hold,0.5372495302329464,41.03037437141696,0.22807142857142335,True,153.81,0.29300000000000637
2026-02-18 03:00:00+00:00,153.602,hold,0.5365687518508017,43.87887811926579,0.21171428571427953,True,153.709,0.10699999999999932
2026-02-18 04:00:00+00:00,153.598,hold,0.5365687518508017,44.491383662964346,0.2007857142857087,True,153.681,0.08299999999999841
2026-02-18 05:00:00+00:00,153.458,hold,0.533582042891609,41.24558675000966,0.1786428571428534,True,153.941,0.4830000000000041
2026-02-18 06:00:00+00:00,153.421,hold,0.533582042891609,37.17189583802519,0.16385714285714162,True,154.381,0.960000000000008
2026-02-18 07:00:00+00:00,153.67,hold,0.5331940780714757,34.70019762437165,0.17449999999999882,True,154.282,0.6120000000000232
2026-02-18 08:00:00+00:00,153.719,hold,0.531032893038079,34.62629753761815,0.17728571428571221,True,154.452,0.7330000000000041
2026-02-18 09:00:00+00:00,153.726,hold,0.531032893038079,35.19463334197676,0.17657142857142713,True,154.531,0.8050000000000068
2026-02-18 10:00:00+00:00,153.81,hold,0.5204306300734121,37.07776138730753,0.17699999999999858,True,154.741,0.9310000000000116
2026-02-18 11:00:00+00:00,153.709,hold,0.5372495302329464,39.08946481551568,0.1829285714285699,True,154.721,1.0120000000000005
